year,country,category,category_percentage,item,value,ranking,url
2016,Cyprus,Legal gender recognition & bodily integrity ,0.0,No compulsory divorce required,False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Legal gender recognition & bodily integrity ,0.0,No age restriction,False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Legal gender recognition & bodily integrity ,0.0,Prohibition of medical intervention before child is able to informed consent (intersex),False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Asylum ,0.2,Law (sexual orientation),True,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Asylum ,0.2,Policy/other positive measures (sexual orientation),False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Asylum ,0.2,Law (gender identity),False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Asylum ,0.2,Policy/other positive measures (gender identity),False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Cyprus,Asylum ,0.2,Law and policy/other positive measures (intersex),False,27,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8628/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Constitution (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Employment (sexual orientation),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Goods & services (sexual orientation),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Education (sexual orientation),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Health (sexual orientation),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Equality body mandate (sexual orientation),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Equality action plan (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Constitution (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Employment (gender identity),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Goods & services (gender identity),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Education (gender identity),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Health (gender identity),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Equality body mandate (gender identity),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Equality action plan (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Law (gender expression),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Equality and non-discrimination ,0.5,Law and policy (intersex),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Marriage equality,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Registered partnership (similar rights to marriage),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Registered partnership (limited rights),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Cohabitation,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,No constitutional limitation on marriage,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Joint adoption,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Second-parent adoption,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Automatic co-parent recognition,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Medically assisted insemination (couples),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Medically assisted insemination (singles),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Family ,0.28,Trans people can marry a person of the other gender,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Hate crime law (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Hate speech law (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Policy tackling hatred (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Hate crime law (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Hate speech law (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Policy tackling hatred (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Hate crime & hate speech ,0.0,Hate crime law and policies (intersex),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,Existence of legal measures,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,Existence of administrative procedures,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,Name change,True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No Gender Identity Disorder diagnosis/psychological opinion required,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No compulsory medical intervention required,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No compulsory surgical intervention required,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No compulsory sterilisation required,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No compulsory divorce required,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,No age restriction,False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Legal gender recognition & bodily integrity ,0.24,Prohibition of medical intervention before child is able to informed consent (intersex),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Asylum ,0.0,Law (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Asylum ,0.0,Policy/other positive measures (sexual orientation),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Asylum ,0.0,Law (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Asylum ,0.0,Policy/other positive measures (gender identity),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Czech Republic,Asylum ,0.0,Law and policy/other positive measures (intersex),False,28,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8629/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Constitution (sexual orientation),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Employment (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Goods & services (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Education (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Health (sexual orientation),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Equality body mandate (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Equality action plan (sexual orientation),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Constitution (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Employment (gender identity),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Goods & services (gender identity),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Education (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Health (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Equality body mandate (gender identity),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Equality action plan (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Law (gender expression),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Equality and non-discrimination ,0.45,Law and policy (intersex),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Marriage equality,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Registered partnership (similar rights to marriage),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Registered partnership (limited rights),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Cohabitation,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,No constitutional limitation on marriage,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Joint adoption,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Second-parent adoption,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Automatic co-parent recognition,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Medically assisted insemination (couples),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Medically assisted insemination (singles),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Family ,1.0,Trans people can marry a person of the other gender,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Hate crime law (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Hate speech law (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Policy tackling hatred (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Hate crime law (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Hate speech law (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Policy tackling hatred (gender identity),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Hate crime & hate speech ,0.54,Hate crime law and policies (intersex),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,Existence of legal measures,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,Existence of administrative procedures,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,Name change,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No Gender Identity Disorder diagnosis/psychological opinion required,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No compulsory medical intervention required,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No compulsory surgical intervention required,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No compulsory sterilisation required,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No compulsory divorce required,True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,No age restriction,False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Legal gender recognition & bodily integrity ,0.79,Prohibition of medical intervention before child is able to informed consent (intersex),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Asylum ,0.4,Law (sexual orientation),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Asylum ,0.4,Policy/other positive measures (sexual orientation),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Asylum ,0.4,Law (gender identity),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Asylum ,0.4,Policy/other positive measures (gender identity),True,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Denmark,Asylum ,0.4,Law and policy/other positive measures (intersex),False,5,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8630/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Constitution (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Employment (sexual orientation),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Goods & services (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Education (sexual orientation),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Health (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Equality body mandate (sexual orientation),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Equality action plan (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Constitution (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Employment (gender identity),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Goods & services (gender identity),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Education (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Health (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Equality body mandate (gender identity),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Equality action plan (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Law (gender expression),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Equality and non-discrimination ,0.31,Law and policy (intersex),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Marriage equality,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Registered partnership (similar rights to marriage),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Registered partnership (limited rights),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Cohabitation,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,No constitutional limitation on marriage,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Joint adoption,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Second-parent adoption,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Automatic co-parent recognition,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Medically assisted insemination (couples),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Medically assisted insemination (singles),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Family ,0.31,Trans people can marry a person of the other gender,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Hate crime law (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Hate speech law (sexual orientation),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Policy tackling hatred (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Hate crime law (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Hate speech law (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Policy tackling hatred (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Hate crime & hate speech ,0.18,Hate crime law and policies (intersex),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,Existence of legal measures,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,Existence of administrative procedures,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,Name change,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No Gender Identity Disorder diagnosis/psychological opinion required,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No compulsory medical intervention required,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No compulsory surgical intervention required,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No compulsory sterilisation required,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No compulsory divorce required,True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,No age restriction,False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Legal gender recognition & bodily integrity ,0.56,Prohibition of medical intervention before child is able to informed consent (intersex),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Asylum ,0.0,Law (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Asylum ,0.0,Policy/other positive measures (sexual orientation),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Asylum ,0.0,Law (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Asylum ,0.0,Policy/other positive measures (gender identity),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,Estonia,Asylum ,0.0,Law and policy/other positive measures (intersex),False,22,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8631/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Constitution (sexual orientation),False,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Employment (sexual orientation),False,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Goods & services (sexual orientation),True,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Education (sexual orientation),True,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Health (sexual orientation),True,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Equality body mandate (sexual orientation),True,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Equality action plan (sexual orientation),False,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Constitution (gender identity),False,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
2016,FYR Macedonia,Equality and non-discrimination ,0.26,Employment (gender identity),False,39,https://web.archive.org/web/20160625195113/https://www.rainbow-europe.org/#8646/0/0
