year,country,category,category_percentage,item,value,ranking,url
2015,Albania,Equality and non-discrimination ,0.7,Constitution (sexual orientation),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Employment (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Goods & services (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Other spheres of life (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Equality body mandate (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Equality action plan (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Constitution (gender identity),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Employment (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Goods & services (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Other spheres of life (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Equality body mandate (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Equality action plan (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Law (gender expression),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Equality and non-discrimination ,0.7,Law and public policy (intersex),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Marriage equality,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Registered partnership (similar rights to marriage),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Registered partnership (limited rights),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Cohabitation,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,No constitutional limitation on marriage,True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Joint adoption,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Second-parent adoption,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Automatic co-parent recognition,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Medically assisted insemination (couples),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Medically assisted insemination (singles),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Family ,0.07,Trans people can marry a person of the other gender,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Hate crime law (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Hate speech law (sexual orientation),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Policy tackling hatred (sexual orientation),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Hate crime law (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Hate speech law (gender identity),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Policy tackling hatred (gender identity),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Hate crime & hate speech ,0.72,Law (intersex),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,Existence of legal measures,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,Existence of administrative procedures,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,Name change,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,No Gender Identity Disorder diagnosis/psychological opinion required,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,No compulsory medical intervention required,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,No compulsory surgical intervention required,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,No compulsory sterilisation required,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,No compulsory divorce required,False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Legal gender recognition & bodily integrity ,0.0,Prohibition of medical intervention before child is able to informed consent (intersex),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Asylum ,0.0,Law (sexual orientation),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Asylum ,0.0,Policy/other positive measures (sexual orientation),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Asylum ,0.0,Law (gender identity),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Albania,Asylum ,0.0,Policy/other positive measures (gender identity),False,20,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8618/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Constitution (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Employment (sexual orientation),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Goods & services (sexual orientation),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Other spheres of life (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Equality body mandate (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Equality action plan (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Constitution (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Employment (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Goods & services (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Other spheres of life (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Equality body mandate (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Equality action plan (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Law (gender expression),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Equality and non-discrimination ,0.1,Law and public policy (intersex),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Marriage equality,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Registered partnership (similar rights to marriage),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Registered partnership (limited rights),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Cohabitation,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,No constitutional limitation on marriage,True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Joint adoption,True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Second-parent adoption,True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Automatic co-parent recognition,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Medically assisted insemination (couples),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Medically assisted insemination (singles),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Family ,0.8,Trans people can marry a person of the other gender,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Hate crime law (sexual orientation),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Hate speech law (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Policy tackling hatred (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Hate crime law (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Hate speech law (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Policy tackling hatred (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Hate crime & hate speech ,0.18,Law (intersex),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,Existence of legal measures,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,Existence of administrative procedures,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,Name change,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,No Gender Identity Disorder diagnosis/psychological opinion required,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,No compulsory medical intervention required,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,No compulsory surgical intervention required,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,No compulsory sterilisation required,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,No compulsory divorce required,False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Legal gender recognition & bodily integrity ,0.0,Prohibition of medical intervention before child is able to informed consent (intersex),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,"Freedom of assembly, association & expression ",1.0,"Public events held, no state obstruction (last 3 years)",True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,"Freedom of assembly, association & expression ",1.0,"Associations operate, no state obstruction (last 3 years)",True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,"Freedom of assembly, association & expression ",1.0,No laws limiting expression (national/local),True,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Asylum ,0.0,Law (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Asylum ,0.0,Policy/other positive measures (sexual orientation),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Asylum ,0.0,Law (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Andorra,Asylum ,0.0,Policy/other positive measures (gender identity),False,27,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8619/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Constitution (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Employment (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Goods & services (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Other spheres of life (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Equality body mandate (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Equality action plan (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Constitution (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Employment (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Goods & services (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Other spheres of life (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Equality body mandate (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Equality action plan (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Law (gender expression),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Equality and non-discrimination ,0.0,Law and public policy (intersex),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Marriage equality,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Registered partnership (similar rights to marriage),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Registered partnership (limited rights),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Cohabitation,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,No constitutional limitation on marriage,True,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Joint adoption,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Second-parent adoption,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Automatic co-parent recognition,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Medically assisted insemination (couples),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Medically assisted insemination (singles),True,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Family ,0.15,Trans people can marry a person of the other gender,True,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Hate crime law (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Hate speech law (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Policy tackling hatred (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Hate crime law (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Hate speech law (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Policy tackling hatred (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Hate crime & hate speech ,0.0,Law (intersex),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,Existence of legal measures,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,Existence of administrative procedures,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,Name change,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,No Gender Identity Disorder diagnosis/psychological opinion required,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,No compulsory medical intervention required,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,No compulsory surgical intervention required,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,No compulsory sterilisation required,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,No compulsory divorce required,False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Legal gender recognition & bodily integrity ,0.0,Prohibition of medical intervention before child is able to informed consent (intersex),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,"Freedom of assembly, association & expression ",0.65,"Public events held, no state obstruction (last 3 years)",False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,"Freedom of assembly, association & expression ",0.65,"Associations operate, no state obstruction (last 3 years)",True,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,"Freedom of assembly, association & expression ",0.65,No laws limiting expression (national/local),True,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Asylum ,0.0,Law (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Asylum ,0.0,Policy/other positive measures (sexual orientation),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Asylum ,0.0,Law (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Armenia,Asylum ,0.0,Policy/other positive measures (gender identity),False,46,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8620/0/0
2015,Austria,Equality and non-discrimination ,0.51,Constitution (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Employment (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Goods & services (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Other spheres of life (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Equality body mandate (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Equality action plan (sexual orientation),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Constitution (gender identity),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Employment (gender identity),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Goods & services (gender identity),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Other spheres of life (gender identity),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Equality body mandate (gender identity),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Equality action plan (gender identity),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Law (gender expression),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Equality and non-discrimination ,0.51,Law and public policy (intersex),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Marriage equality,False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Registered partnership (similar rights to marriage),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Registered partnership (limited rights),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Cohabitation,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,No constitutional limitation on marriage,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Joint adoption,False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Second-parent adoption,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Automatic co-parent recognition,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Medically assisted insemination (couples),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Medically assisted insemination (singles),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Family ,0.8,Trans people can marry a person of the other gender,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Hate crime law (sexual orientation),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Hate speech law (sexual orientation),True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Policy tackling hatred (sexual orientation),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Hate crime law (gender identity),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Hate speech law (gender identity),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Policy tackling hatred (gender identity),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Hate crime & hate speech ,0.18,Law (intersex),False,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Legal gender recognition & bodily integrity ,0.72,Existence of legal measures,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Legal gender recognition & bodily integrity ,0.72,Existence of administrative procedures,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
2015,Austria,Legal gender recognition & bodily integrity ,0.72,Name change,True,14,https://web.archive.org/web/20150926065117/https://www.rainbow-europe.org/#8621/0/0
